EmployeeID,Experience_Years,Hours_Worked_Per_Week,Productivity_Score,Performance_Score,Skill_Level,Defect_Rate,Attendance_Rate,Salary
793,1,30,69.24323411,57.74206973,3,3.79160864,94.25094071,24756
794,17,54,95.8954287,67.80969717,1,3.402749822,77.90210836,40469
795,24,43,70.24766058,84.8506507,3,6.208326328,70.11787964,62190
796,29,34,68.82604238,78.00579915,1,8.909953746,84.86377579,48875
797,29,40,65.52501173,69.32312822,4,4.961759261,73.0068477,82559
798,2,45,94.36447031,71.01248009,4,8.247231641,92.63127867,24024
799,28,31,80.00233037,78.10554413,2,4.021563818,78.28225408,84746
800,26,37,86.99572812,50.29323639,2,1.023944628,83.3093694,64433
801,11,40,69.56265536,53.92549342,4,0.6150573646,72.61100695,60063
802,9,58,90.32161684,94.06290339,3,0.5133437132,78.59977745,39968
803,7,47,90.4002218,53.89394945,3,3.80150142,93.4447073,42695
804,22,32,72.503921,85.34017981,3,3.372377508,74.54763736,60022
805,17,59,76.42730532,96.00190821,4,7.179370236,89.41478683,45794
806,17,55,68.3876111,63.53418022,1,7.428215016,97.52277558,32928
807,2,30,99.06244093,68.52457185,2,0.5085396883,90.39510279,26496
808,6,40,85.82410308,78.44607029,1,2.211232629,94.33065068,38089
809,14,45,97.38175523,94.08544848,4,2.742618502,73.26914888,57923
810,6,47,72.13542175,97.09527936,1,5.476119841,77.52195478,27114
811,2,59,91.27563652,86.97816241,3,1.445152239,96.83616557,27644
812,1,45,90.63434576,54.33098804,3,1.339412194,91.45316841,27855
813,10,52,87.66622607,83.45770778,1,9.437888892,89.18661479,24515
814,21,39,98.62555901,70.51518609,4,8.042029073,89.91300208,52790
815,5,47,75.74221344,73.53504997,1,1.806549021,82.42601663,27544
816,2,35,65.22869294,52.45741952,3,4.065678079,71.33669895,24481
817,22,48,86.86835437,59.55310697,3,3.556219993,93.53324626,58681
818,16,33,89.17239202,89.52568038,4,7.910040741,90.36139709,44931
819,25,56,83.00242294,72.69794165,1,5.102129165,84.18413392,49909
820,2,42,68.27271573,65.08311208,3,1.27849737,96.99278846,29744
821,10,53,80.17823767,69.2009537,3,7.389920632,80.08478995,30187
822,2,43,72.48758946,92.71997567,1,3.968879782,78.82965233,19683
823,16,32,77.09866113,87.44995087,1,2.629242476,96.18388975,40011
824,16,39,85.80874303,63.61576986,2,3.75498622,93.90962964,41317
825,19,35,89.80858971,55.87509201,4,4.977565636,85.44939432,50674
826,29,30,69.28898764,62.59991108,4,3.431155164,73.92204218,88642
827,7,52,76.21301443,96.03782255,1,2.419057726,76.45214414,35013
828,22,53,70.76646284,79.07944189,4,3.985020288,89.68683971,64962
829,12,56,67.94526455,76.67401044,3,0.1917291075,81.55123714,53038
830,24,43,91.3354888,79.81967998,1,7.724978461,95.09419575,49515
831,15,37,96.37010778,68.30141329,1,1.709448936,98.49865028,43773
832,8,48,74.80928743,90.35535102,1,0.4390461363,94.16910776,34232
833,6,43,90.05115697,76.16431247,2,6.536986929,81.32636269,31351
834,28,39,95.87981157,55.83739514,4,7.739361288,93.66059288,70368
835,27,46,93.84496842,56.45325624,2,8.138291316,80.5432502,44599
836,10,38,67.31253554,76.84295733,3,4.935091827,75.01300263,37154
837,3,58,98.25167526,96.8285109,4,2.053681847,71.00179615,38014
838,19,35,75.06705762,65.41760608,2,7.372276772,81.57150138,39525
839,17,40,73.56962645,93.47705844,1,6.997130772,97.10677911,38084
840,7,54,62.49725309,88.20477933,2,2.462707341,77.16959763,34158
841,21,36,79.44694616,62.39062215,1,9.034077559,76.19539495,41831
842,20,46,64.36054463,51.81703742,2,1.043714581,99.09462356,52661
843,26,57,69.94159284,55.09236326,2,9.826882396,70.75012339,40067
844,4,57,72.67770487,86.42469669,2,8.60247811,93.57346451,24452
845,14,30,92.35305294,59.9834869,1,6.878986455,79.64109867,34488
846,20,51,95.01954602,68.56354603,2,9.387498883,71.12463871,33233
847,22,34,72.0986527,75.0849583,4,7.223111683,97.53407621,56989
848,15,38,94.34792485,86.27340842,4,1.90456997,74.18926991,56864
849,24,47,94.28923749,55.66156116,4,4.421561381,86.55337851,71974
850,8,53,90.58603802,70.31832026,1,0.7150302433,78.22162622,37961
851,21,56,65.86780456,74.25364546,1,3.896574223,71.95578407,58303
852,15,50,87.61291388,77.0413532,4,7.416030197,71.49767457,49485
853,22,31,97.80096258,90.91803207,4,3.864433509,73.46670097,61534
854,20,58,87.30161915,58.58390975,4,3.302941755,72.14101042,58615
855,28,55,73.26467396,90.39157259,3,5.953557225,92.81674347,79982
856,14,40,80.0231727,84.64392138,4,8.72204529,84.56698607,46237
857,27,56,85.82900173,77.79354071,2,0.4758319255,80.28676274,71979
858,29,57,80.42281635,84.97639352,3,3.854704347,82.5510673,86587
859,9,35,64.79811767,70.60088695,3,1.582407418,97.86840207,42381
860,8,55,72.48256179,56.9198793,1,6.953542507,97.32255438,27316
861,26,37,92.09584122,83.28826201,2,1.057245604,91.4702944,56538
862,28,33,94.45672184,76.23361533,1,6.648077586,96.54047132,67258
863,26,47,65.49200131,81.96874003,1,2.861808708,79.58944083,50892
864,17,57,98.0954701,66.89993905,2,1.989168137,81.43327978,49800
865,2,40,73.15290471,95.34332887,1,9.363525578,88.41136546,16706
866,25,34,86.49254955,79.36849343,2,0.1852457675,88.70877842,66378
867,24,44,90.07300584,54.27012421,2,4.377772719,84.45099514,59802
868,3,57,92.47784939,72.49019954,1,0.2162699246,82.01973545,31407
869,8,47,97.82998809,87.81780274,4,4.835930481,99.58540935,39071
870,12,31,72.51678192,89.70672809,1,5.010473778,94.63370878,41443
871,1,51,94.34025818,74.72985264,3,3.216624714,83.04940594,24849
872,10,40,65.26747614,94.73737854,1,1.321617775,91.81877432,32941
873,20,55,88.20163625,63.38342186,2,3.763875377,78.0868508,48018
874,3,54,89.67910918,70.52993486,3,6.722629399,73.00507979,25230
875,6,42,87.10892965,94.92984553,2,7.823958086,80.57293077,30377
876,7,33,70.09258945,94.81283582,4,5.307506024,82.089184,36225
877,20,51,94.92172588,84.28563844,4,5.898343944,70.49611374,49962
878,23,36,66.75433853,92.94902736,3,2.006163711,94.44376005,59303
879,25,58,62.14539166,54.43866335,4,2.873303332,80.77580207,68311
880,27,40,88.69859962,93.24974881,4,1.618956101,87.41254497,81122
881,18,51,79.01902861,66.03099533,1,2.4929535,72.21889562,44308
882,11,53,93.9639208,58.91657562,1,2.248867802,75.24990486,39913
883,19,33,75.33588564,61.96849182,4,5.194487864,96.69081176,50749
884,5,57,66.73114354,70.8984254,4,5.626887558,88.26062584,29740
885,19,44,93.4576877,62.55960023,1,9.449474208,98.50852151,32734
886,11,30,81.95638527,66.0283793,4,1.955706471,99.96250103,62414
887,24,52,67.5678317,56.7489243,4,6.416757102,81.15580346,65970
888,12,32,88.81535994,64.80883828,2,8.17259269,78.96409192,34261
889,10,43,80.44454554,78.61419073,4,5.602414638,95.75068165,38138
890,8,35,84.17251929,72.0926854,3,2.550036525,99.95834281,41641
891,24,47,78.43593353,67.33593806,2,2.6255023,88.88923703,59735
892,28,54,93.14835935,87.32260644,3,0.3925305307,93.85422168,74012
893,28,30,93.18250863,94.67549857,4,3.054442265,93.45237576,81401
894,9,35,88.37555287,87.83946115,1,7.44603679,80.66019125,25990
895,4,35,64.2160551,66.60003511,2,0.4751775721,87.22811141,35459
896,5,50,93.55415448,87.22210839,1,2.192952825,94.99170824,29808
897,21,45,86.84051922,57.59900912,2,7.062324985,90.64341629,55127
898,8,58,87.88096664,56.5158994,1,7.826515628,70.63491442,27991
899,23,34,74.51931362,67.28135185,2,4.553184101,80.10117007,53884
900,9,46,95.17118225,90.38511845,2,6.980743385,74.3342709,30271
901,15,39,89.01486401,62.31741236,3,3.879521687,76.98916636,45030
902,15,57,64.50361866,53.16267044,1,1.59913245,97.16468432,44750
903,16,50,76.31112138,56.58547676,3,3.981494935,71.10679867,46164
904,14,47,95.45521448,92.93724843,3,5.799678202,76.59402136,47349
905,8,36,61.88786807,81.68916424,1,9.480532819,79.28708057,25590
906,18,32,98.45666479,62.66005817,2,0.6875095209,88.50652216,52325
907,10,42,87.16650273,77.76479127,3,5.073940938,86.0230507,36374
908,28,44,85.25503911,76.37898112,1,3.289197782,76.54808449,72803
909,20,49,70.82237026,82.77179892,2,5.083116943,74.92723202,42942
910,6,48,69.95167155,61.65937772,3,0.2397544738,77.10394104,47537
911,12,32,97.68232878,93.22014936,3,3.130253547,85.0758888,52193
912,2,33,71.93089817,65.4684281,3,8.198681475,78.13533357,23222
913,7,34,91.02021187,84.7065827,2,5.539417339,98.42807505,31443
914,16,30,75.72487193,50.80623232,3,4.505824928,83.91595664,52072
915,3,33,65.57016283,68.63285649,2,2.855250717,71.7638805,29029
916,13,41,60.42861191,67.5854909,4,2.980425228,91.87799218,55105
917,3,57,81.77029348,77.17422143,3,3.831014336,79.86535865,31577
918,27,56,99.03115274,53.63681309,4,8.3557071,89.60466796,61173
919,18,53,74.76544775,89.50656869,1,9.672132068,78.38783112,30558
920,11,39,74.28769336,60.88904009,3,4.386553814,87.12231225,43127
921,8,52,73.76366471,83.85189074,1,3.933528387,93.16457514,33815
922,6,54,80.82175349,90.16060616,1,8.465507758,97.84026225,24042
923,1,50,77.62659534,78.09384781,1,4.269053206,77.83381433,21734
924,28,58,95.19658507,87.04416034,4,5.520181723,80.04570853,71378
925,1,55,80.22083167,83.09301561,2,2.309416646,83.92799261,25834
926,23,49,80.31031353,67.77648986,4,7.435025358,97.81524513,55865
927,8,53,65.53486379,90.44292695,4,5.319883183,97.0416057,39287
928,5,54,99.30958164,64.73506849,1,8.090345502,72.6963484,19872
929,28,42,69.99891563,78.56064589,3,7.8073273,73.95789477,71397
930,16,52,62.9345627,87.26988696,2,2.150047683,84.86527532,49842
931,11,43,86.52584996,68.94779549,1,7.156355506,73.19857818,39564
932,5,52,83.81465481,65.13838038,2,8.00054408,80.3674262,24772
933,4,34,76.60582616,72.96730051,4,3.461072408,74.45156135,33635
934,6,33,76.88768936,90.89817472,2,1.726091129,89.08121065,40281
935,14,43,91.40255684,96.49608816,2,0.0263215558,98.48486295,55002
936,22,39,67.8285056,77.25417064,3,4.509036531,99.90201311,54218
937,19,46,92.81013276,83.07331027,1,3.524327315,81.25723397,39482
938,9,39,85.94988456,95.16368111,2,5.549098338,87.97037911,35565
939,12,55,76.75879095,54.92734257,2,1.880410926,95.68802961,50564
940,11,36,78.32114466,61.60392889,4,8.596655477,73.52386218,45640
941,14,45,70.26588829,85.44500031,4,2.577552156,90.68693233,51458
942,23,30,90.08457331,91.1872231,2,2.264296051,82.26530985,62665
943,16,46,80.51498969,92.85145142,1,4.807140565,76.18438481,41921
944,1,50,72.83418171,70.75535884,2,4.988510237,82.08260856,21174
945,13,58,83.84200463,54.46699511,2,2.150852288,72.27880861,44176
946,23,38,99.82937808,71.88907386,3,2.718607267,90.86221446,61298
947,21,35,77.41049119,61.53672951,1,1.697052392,77.58228006,60274
948,21,48,96.82765603,64.55982275,3,7.184601783,79.34216935,51955
949,13,42,73.8006736,88.61337784,1,7.700890313,73.63243895,36940
950,2,32,62.18930828,53.7763543,1,4.623284975,95.93977342,20756
951,4,36,68.16968425,91.37906087,1,7.140870227,84.80332838,21705
952,28,51,76.74780573,71.38345429,3,7.359353919,87.16440633,77120
953,6,38,68.78539714,79.80319656,3,1.382755277,87.08298049,47066
954,26,51,60.00908153,54.48261156,3,9.661780248,82.31479344,43726
955,27,34,96.60006151,66.86795392,4,8.210319471,75.77589746,61527
956,23,39,93.75517645,54.48504595,3,2.044834612,92.35398245,75009
957,27,52,89.69168926,98.07718614,4,1.861650357,73.81168796,71684
958,5,46,66.71258383,90.36308247,4,1.256611456,73.11621371,37064
959,25,41,64.81454305,72.98163772,4,1.383785625,91.30435113,82869
960,3,52,62.70418998,61.18012742,2,7.48161799,76.26511061,23608
961,1,45,88.96116755,96.67275526,2,4.69654257,79.20318254,22717
962,4,32,97.15231843,67.22982979,2,7.829341727,84.25682401,24663
963,25,59,77.22143284,58.04922158,4,7.462548944,83.4805395,52578
964,20,54,64.76562688,78.15821942,4,6.046127135,91.25737375,52297
965,2,51,80.49571283,97.18870602,1,6.863666066,88.7029538,18862
966,26,38,73.9532763,50.19151453,4,0.1835572438,89.33188487,78071
967,5,58,74.99299697,61.90624216,2,3.117776468,91.42162992,27282
968,3,44,84.85322497,96.92238202,4,6.378221793,78.77838182,27785
969,29,34,88.74872453,58.55429834,4,0.09344953486,79.66999935,109109
970,28,52,64.42414395,55.66217258,1,0.3297694368,83.13993244,87118
971,29,42,61.42360923,78.50936079,4,8.518879825,79.22386519,81231
972,9,43,99.77321211,93.09219116,3,6.840248617,99.54813607,33761
973,20,49,69.30913396,73.85549088,1,2.653697331,94.42155779,41419
974,6,44,62.153221,99.72821283,4,6.879628401,74.93964065,36323
975,18,45,67.59501316,83.95858498,4,7.924566691,70.16782468,40642
976,6,52,61.55831385,53.70374536,1,3.067942831,71.28349805,30952
977,19,42,75.67243578,99.64160658,4,0.360373775,77.32190353,66744
978,28,46,92.09607138,70.39471184,2,9.327791247,73.42873858,50916
979,12,52,73.64977799,64.37012669,3,3.451798383,86.00014345,50737
980,25,37,77.76733628,77.89395918,3,1.064817633,95.73985668,78005
981,11,50,87.02347094,65.21537959,2,4.918568714,92.10250663,41191
982,2,31,80.3557628,54.32287536,4,7.684677957,76.46827189,22969
983,15,34,94.45782744,50.07141715,4,2.216473146,81.97897768,58068
984,12,35,94.641427,72.47916765,3,2.694900501,85.23682629,50424
985,12,41,60.39642782,91.84317111,4,2.427149868,94.30617549,60250
986,9,47,91.12185226,78.61575928,3,9.916730528,95.17364809,28192
987,21,59,78.42934401,99.96036495,3,1.974037337,97.29154936,69632
988,24,51,99.55362165,64.34233228,2,5.75520217,85.27735752,59830
989,2,51,79.32928304,64.02275324,3,9.252646417,90.82824239,18965
990,22,30,99.47583782,57.98747301,4,1.468965689,73.35401114,72907
991,3,59,90.18277445,58.20317941,4,9.708541979,86.9586688,25785
992,12,46,69.94419538,64.2593298,1,9.474772344,77.46075428,30621
993,28,59,81.53579917,89.64200226,4,8.845719871,82.95150655,65462
994,26,40,99.68542558,95.28783953,1,2.145565213,89.02151525,53928
995,16,39,94.30122431,98.75435849,3,6.34055056,77.70957814,47591
996,21,48,63.89467575,61.6144827,4,7.60891473,71.56555173,62454
997,28,43,88.25487987,94.06487728,2,9.860279282,70.30701569,57449
998,24,55,73.82318343,66.41275446,2,1.804238221,70.66478607,56868
999,26,39,60.27929048,55.64202723,2,7.660258995,70.25049213,44129
1000,1,44,76.13923876,93.50124628,3,3.388011699,73.3106517,26333
1001,21,57,69.39017687,81.80528173,3,1.756264656,77.18466144,74748
1002,3,48,92.75477082,58.2365448,1,4.213769412,76.63664543,24668
1003,20,33,73.49322435,71.49156288,2,7.938359121,99.60389783,41857
1004,2,31,93.10094776,64.36288474,1,4.648498037,79.18018316,21341
1005,9,38,60.02391755,86.83972844,1,5.375231002,73.8226235,29720
1006,19,39,72.312766,72.67081153,4,9.951594102,86.36687633,41710
1007,15,57,69.64660857,99.46399726,4,3.991092996,95.73872366,50557
1008,18,40,69.34269444,52.73724911,2,6.154007547,90.3418113,41955
1009,26,43,62.72746479,67.75076331,3,3.652442016,78.88246267,60839
1010,11,36,67.48497082,74.09500836,4,3.927856463,86.84848479,55581
1011,25,52,82.2219828,75.15667774,3,6.956407534,91.44567923,52169
1012,23,44,71.65444291,65.79679112,1,9.378869761,91.84313477,44041
1013,16,51,76.69579129,86.46201245,1,5.423589505,89.99615366,37810
1014,22,48,75.07467521,93.73735367,1,7.683999289,96.12431274,40527
1015,17,51,95.036197,96.9359651,1,0.8920655882,96.10316375,46159
1016,5,44,96.21195996,90.25466884,2,2.111580374,87.36809678,32754
1017,12,59,79.71827887,92.52900987,1,5.021316409,82.89569107,36879
1018,11,57,73.20623801,77.52726503,4,0.2001172363,89.24710887,64535
1019,15,53,64.27202816,91.29441132,1,2.528549788,94.54636004,45535
1020,27,37,98.13611518,65.17519546,3,5.174012898,70.16956315,59200
1021,3,40,62.4090778,69.92393811,4,0.1496119826,99.75991027,36398
1022,1,58,71.9060111,65.84565069,3,2.645462862,75.48681317,29408
1023,20,38,71.92264805,73.36936677,3,5.140308195,84.10746957,46854
1024,29,44,72.81605145,64.27898081,2,5.73149248,96.16089205,77071
1025,16,30,66.57147373,98.08057211,2,9.257516931,76.75121197,34442
1026,2,59,91.32645724,65.6422314,3,6.453456233,84.30385672,23691
1027,2,30,64.89991448,54.90222691,3,4.147358025,73.97746541,24738
1028,3,48,85.39626637,76.3408583,1,9.303511771,81.85228976,20791
1029,8,32,64.95384107,52.85495392,4,7.848829834,75.31406364,34670
1030,24,39,62.8214255,55.52715832,1,2.000089211,80.90883246,51472
1031,28,37,96.37718015,60.96946946,2,1.308423613,81.2039265,76091
1032,15,44,67.60515065,73.21751249,2,6.758116357,99.79512369,38950
1033,7,39,92.85000618,71.66254662,1,5.598831656,99.84439088,29938
1034,6,30,81.78523484,89.9845931,4,7.896736138,73.44358836,31836
1035,9,58,63.11426078,86.97373269,3,7.388050501,91.77906338,33771
1036,20,47,98.21792766,71.3159147,1,6.252115339,71.55236439,39571
1037,28,31,69.87844668,66.68521038,2,9.863821716,70.90576046,48855
1038,1,48,94.38581381,65.8234392,4,5.335897301,73.16001683,25853
1039,8,42,66.75240023,88.69975436,2,1.131057565,98.96456971,40841
1040,23,51,94.15771529,52.60362031,4,8.282735648,98.22590644,56463
1041,23,30,60.52915252,50.64108248,4,2.518533623,75.81783461,65325
1042,3,31,80.47121826,89.7772196,4,7.773021481,74.85017007,27213
1043,4,58,90.77770318,73.8573188,1,9.57107096,77.2160526,19298
1044,26,45,97.3918207,56.54405693,1,6.96795514,85.46640982,44227
1045,25,44,96.36808545,61.77829673,1,5.960301609,87.09113896,48713
1046,15,42,92.78499478,96.62519765,4,4.603861757,76.64780291,53009
1047,6,45,95.52765399,92.97514878,4,3.64409866,92.69868364,45821
1048,15,46,67.96878743,85.48925251,2,3.53004751,79.28659508,49171
1049,21,50,71.36737183,74.11126152,3,6.363727057,97.66393977,57930
1050,3,58,71.558741,76.01618131,1,7.512731169,89.70168119,23298
1051,25,58,75.08215724,98.76222676,4,6.785170695,83.09053583,55269
1052,21,36,75.73282682,98.28852219,2,1.984101012,93.69736005,63396
1053,21,53,81.78221299,60.76345229,2,4.939871801,94.53743878,59813
1054,14,55,66.39519053,90.55522832,2,7.916400722,78.71444817,41974
1055,20,46,87.64986655,59.86213331,1,4.757040782,80.19143632,39857
1056,14,36,66.70266157,60.67687389,1,5.366232797,98.07865461,40981
1057,4,42,72.41233928,83.80465171,3,7.711360482,74.94223115,28316
1058,12,34,80.13380522,70.25005493,2,6.612653063,71.26451251,37034
1059,17,55,91.85762246,96.57722036,1,4.093449209,83.62165968,41570
1060,7,46,89.57876933,54.45048674,2,8.954127112,94.03629701,31526
1061,9,32,85.82137426,75.57628204,4,1.625670687,93.15004319,47486
1062,3,36,66.23093042,95.92607652,2,9.955164486,97.58591887,21063
1063,28,55,81.88181382,95.20568302,3,1.188525785,85.99601993,71926
1064,13,46,63.49786007,57.82646067,1,0.149499711,73.00194015,44535
1065,15,36,75.09452707,68.331885,4,8.900189011,87.66066923,45361
1066,18,50,76.54066121,80.95607,1,2.449535084,93.35186843,43250
1067,19,30,61.59245758,57.96974424,4,7.296996274,72.79984361,51255
1068,1,46,70.95952398,98.4011086,2,8.110153749,75.17972203,18139
1069,6,59,98.22597869,95.73746644,2,8.58986391,70.36871983,31534
1070,27,46,98.14530431,58.34750895,3,9.915942357,87.80957738,51389
1071,27,40,74.09308217,56.05777306,3,2.9403971,96.60203176,72200
1072,23,54,61.72400436,54.27042414,4,7.102433419,90.11989948,58280
1073,27,56,67.16379757,95.4721832,3,1.153998583,99.46120263,76162
1074,27,58,75.68871174,59.68119049,3,4.068092914,71.89100957,55082
1075,2,32,97.91118792,70.81424643,3,8.479716933,97.09003255,22259
1076,24,44,65.64796254,72.44256828,3,3.676580461,94.42204862,61859
1077,14,58,90.54063375,79.95055221,2,5.910953805,79.42724561,40972
1078,6,50,64.34730157,53.58676719,3,5.037734437,99.20579656,37433
1079,14,40,99.2503031,61.33793087,2,6.459515311,78.63813245,37658
1080,4,55,75.26465996,96.57451935,2,9.728943894,96.67914171,23823
1081,21,57,91.00938156,95.42050536,1,0.557355265,96.42245731,52660
1082,8,45,73.70364331,89.06453237,2,5.739615175,92.7297285,34255
1083,3,54,85.10675509,50.97006228,2,8.630287793,86.90411421,24974
1084,19,51,67.68064339,66.35033842,3,4.813827117,73.60008249,44835
1085,14,57,65.84084077,81.39793677,2,0.7852718594,85.95915203,54170
1086,27,38,97.52256558,63.75951059,4,5.605393524,80.70388767,68448
1087,20,53,96.70589112,95.47933475,3,3.320738908,93.76651099,47312
1088,17,53,95.49875761,81.69447309,3,1.549417853,92.74387619,52846
1089,25,30,85.01733801,53.59533587,3,8.490345133,97.31837522,46656
1090,8,58,92.33072845,95.45027944,1,5.21599513,70.44490487,33848
1091,24,54,62.76147748,97.88833291,3,9.332764124,94.2730965,44910
1092,14,51,73.39156168,53.88562092,2,8.060165046,98.15386159,36479
1093,26,45,72.54812499,76.61801174,4,6.929717938,93.67901347,58399
1094,6,38,85.42581288,65.16821411,3,0.05025503365,73.9058338,43203
1095,23,48,74.23831094,69.64195382,3,4.278234566,72.43837315,63743
1096,22,41,65.94027127,58.9825609,4,1.974862817,70.62535719,79964
1097,16,48,83.85868302,78.9036051,3,9.10797911,88.86235677,38444
1098,25,51,92.57535683,97.89896766,1,1.745839847,88.89017956,52430
1099,19,38,75.28493978,75.15363001,2,2.860600517,99.60741143,46238
1100,14,36,65.2907486,54.14572907,4,5.168367677,81.94129522,52213
1101,19,43,67.86752789,81.00006667,4,2.63363619,79.95718855,57594
1102,3,58,69.49933221,67.01114972,1,2.098646773,88.73274782,29479
1103,10,48,71.99590372,92.79625948,2,5.990993251,94.76826018,29608
1104,19,48,85.71180282,71.73390742,1,0.8892952276,98.10321849,50506
1105,9,31,84.03781938,59.64198045,2,0.5816775872,94.09372499,38866
1106,28,38,87.84319446,59.55528113,1,3.722452952,82.80021942,68302
1107,20,42,74.50007938,88.43820904,3,7.206644545,89.04742706,43942
1108,13,44,92.95990608,63.27937992,1,5.548067583,95.6889798,34881
1109,7,32,68.16350645,88.36166971,4,4.228764685,84.71829065,37004
1110,14,40,78.7616299,60.29436554,4,5.657515642,76.50059931,49639
1111,9,50,92.03754886,66.08431844,4,3.654514847,75.09170319,41000
1112,27,43,67.20634591,73.27434862,1,9.361463354,70.00473234,40044
1113,28,59,64.39452455,97.15979248,4,0.5490489091,91.54713985,95620
1114,23,54,95.34735871,96.58657124,4,6.73391479,73.33291627,53077
1115,25,37,73.71718651,60.34359377,3,8.912826648,77.31517299,46154
1116,28,47,87.354805,67.91095206,3,8.038847087,78.93628995,58802
1117,19,48,61.01394417,57.46996942,2,1.840410348,86.8113958,46203
1118,15,45,87.60187554,75.49925397,2,2.95926349,81.93871832,45487
1119,20,31,72.64405246,73.02912753,2,7.170479387,90.24021976,41620
1120,14,37,62.22963414,95.03800812,1,0.8427055918,71.66915978,46137
1121,24,51,84.39251046,96.50026889,2,8.118616998,73.71817583,48672
1122,6,35,69.63215264,69.17836955,1,7.189069446,84.97634511,25182
1123,21,41,75.47228968,74.58689715,1,7.296066492,80.10894364,46063
1124,29,44,63.22323249,94.81181246,2,1.002413703,78.87440088,84370
1125,4,54,65.88653004,90.33539039,2,7.177605448,72.01084237,25385
1126,8,37,71.91908942,50.18281557,1,6.798181252,96.87157524,28502
1127,17,33,63.59038002,66.00297821,3,8.309224908,90.75455758,38747
1128,9,44,96.43305059,71.0887121,4,0.4159595626,73.6485447,53028
1129,1,57,60.24188173,61.48581418,4,0.2311066847,71.95137873,29841
1130,24,49,79.35440875,59.97858079,4,3.730070999,99.246176,61682
1131,20,54,64.92989833,51.88922533,3,1.487882838,90.43517651,58387
1132,25,46,72.30716358,82.16848625,1,5.583844776,82.52368213,45930
1133,14,42,97.04238239,63.12551452,2,9.173489015,91.05193122,33680
1134,11,47,66.46778213,52.61735892,1,3.914797303,92.68995359,39882
1135,21,31,98.63329279,61.54896553,1,8.449503773,93.39886607,38070
1136,3,42,68.23177508,90.09569764,2,0.002408745179,84.33631917,35289
1137,9,42,89.66264434,92.57445908,3,1.685146435,82.89648274,45442
1138,27,51,81.8670906,74.15331226,4,0.3042353965,70.33084253,68984
1139,14,44,95.3791491,70.80353352,4,3.281471805,97.79671345,57672
1140,9,49,82.15973022,98.89268468,1,9.081895957,88.09923635,28996
1141,4,58,81.38236877,60.02823298,3,0.969521236,76.09461812,32241
1142,27,56,67.81832001,60.76796414,4,6.064097767,97.58810258,67263
1143,4,39,66.64917448,64.59335885,3,4.514959391,97.44795705,28876
1144,28,58,96.65956604,58.63786591,2,9.384682124,99.67552493,49751
1145,8,32,73.11352795,68.96827991,1,1.225191425,96.22169689,34456
1146,2,48,74.8832902,95.54171135,1,2.120278505,99.93353163,23876
1147,9,32,90.39294634,80.76739203,3,0.2954196861,77.34058564,47225
1148,29,51,73.5529393,70.59732743,4,4.339352496,95.26748756,97638
1149,14,43,98.08249787,96.72053973,3,2.778328996,94.69084926,54275
1150,22,37,89.51711076,52.42321162,2,8.699059339,76.92821078,49725
1151,9,56,83.8971697,60.5138089,4,6.049408132,72.95312647,36175
1152,24,52,95.23580642,78.29443026,4,6.14090738,99.38261541,69723
1153,23,59,61.98423633,80.77763116,3,5.319106969,78.88073655,64709
1154,16,33,70.28250769,51.97787533,2,0.9185033723,96.12675371,53167
1155,29,56,78.60145337,70.1519379,4,4.450186837,70.12381464,92159
1156,17,57,69.07914158,82.45769824,1,9.995051897,70.63074422,29848
1157,16,49,89.75620749,84.90352732,2,8.352292908,83.97613926,39070
1158,12,40,96.76832124,81.90699513,4,8.934590542,77.16144052,40248
1159,3,55,76.9508048,66.02816122,3,8.232263592,90.6952385,23844
1160,11,40,73.685304,54.67600618,4,1.030416934,86.96692977,55963
1161,14,56,98.46202929,71.35562232,1,2.274482541,72.32457392,47018
1162,18,59,77.79409731,56.43772187,2,0.03121651356,74.87884889,54474
1163,21,40,79.56193602,97.38118293,4,3.035101249,81.6414781,74222
1164,21,31,74.06599489,73.7585433,1,1.086074023,75.56812192,60829
1165,5,59,96.38193892,65.86295872,4,4.727933453,93.76667042,31328
1166,16,46,82.75821933,88.31520356,4,6.771274886,82.48210707,44725
1167,20,38,90.48698349,74.89742963,2,8.74505295,72.80295601,38568
1168,5,57,92.47226873,65.5017012,3,7.492171651,84.53028707,27099
1169,3,57,73.67396168,90.59838712,3,9.385855958,72.72514543,23585
1170,12,31,77.34777325,93.35760755,1,0.5389829039,73.86811916,41908
1171,1,58,93.93887098,83.65040831,1,0.1217983542,77.18829496,23749
1172,21,53,74.53021407,52.34822112,1,6.613381138,95.78583116,46978
1173,29,44,91.75740534,78.31614401,2,2.893524102,97.73837597,71968
1174,9,45,97.6396929,88.1647456,3,2.535010161,94.78773188,37467
1175,29,54,84.92841492,56.8251506,1,3.308870877,80.02231652,61097
1176,9,33,89.6650915,61.43353757,1,2.697960579,78.17339323,35416
1177,4,37,92.20389248,94.12475525,4,5.114364063,86.47467072,32885
1178,3,38,93.80158596,51.00608609,4,4.401484472,91.65559482,32170
1179,17,55,75.80213351,87.63635689,1,5.124285514,99.80118364,41159
1180,2,55,62.05053837,73.68866463,4,6.727136115,73.94712136,26030
1181,24,34,76.07505085,72.33860794,4,3.87130509,71.47875997,68673
1182,1,45,86.95024919,50.35482662,4,2.513076871,90.83067667,30377
1183,8,42,78.01401543,90.96991155,2,1.662005368,94.96677351,36925
1184,13,59,89.95852603,67.99124503,1,3.494741195,95.3904634,38670
